genome_id,source,organism,genus,species,strain,closest_placement_reference,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max,N50_percent,assembly,tax_id,refseq_category,refseq,genbank,refseq_genbank_identity,biosample,submitter,date,assembly_type,release_type,assembly_level,genome_representation,pubMLST,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism,Genus_cat,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_001672605.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,SRCM100320,GCF_001672605.1,22,2076652,94393.3,230691,142203,90027,230596.244,864,355163,11.108794347825247,ASM167260v1,1254,,GCF_001672605.1,GCA_001672605.1,yes,SAMN05162513,Microbial Institue for Fermentation Industry,2016-06-21,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,22,0.4205967104743597,2076652,0.0,0.0,0.0,0.0
GCF_009808725.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM1430,GCF_009808725.1,17,2010361,118256.5,230511,128217,81484,205899.797,254,340782,11.46614961193537,ASM980872v1,1254,,GCF_009808725.1,GCA_009808725.1,yes,SAMN13008392,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,17,0.4198589208604822,2010361,0.0,0.0,0.0,0.0
GCF_009809805.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM17420c2,GCF_009809805.1,32,1897135,59285.5,222218,85818,42985,171261.253,443,275434,11.713346704372649,ASM980980v1,1254,,GCF_009809805.1,GCA_009809805.1,yes,SAMN13008336,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,32,0.4215625140013757,1897135,0.0,0.0,0.0,0.0
GCF_019583605.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,C5,GCF_019583605.1,33,1995979,60484.2,221094,79661,33405,199589.047,201,337891,11.07697024868498,ASM1958360v1,1254,,GCF_019583605.1,GCA_019583605.1,yes,SAMN11831041,University of Surrey,2021-08-12,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,33,0.4198826741163108,1995979,0.0,0.0,0.0,0.0
GCF_009808915.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM13877,GCF_009808915.1,24,1949276,81219.8,218942,114741,50783,304584.161,254,525588,11.231965098836696,ASM980891v1,1254,,GCF_009808915.1,GCA_009808915.1,yes,SAMN13008383,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,24,0.4210019514937854,1949276,0.0,0.0,0.0,0.0
GCF_009809705.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM17419c2,GCF_009809705.1,25,1819928,72797.1,214436,85895,50124,168803.085,443,280792,11.782663929562048,ASM980970v1,1254,,GCF_009809705.1,GCA_009809705.1,yes,SAMN13008342,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,25,0.4225211107252594,1819928,0.0,0.0,0.0,0.0
GCF_009809065.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM17411,GCF_009809065.1,35,1893605,54103.0,213954,85839,41166,177770.451,202,332095,11.298766110144408,ASM980906v1,1254,,GCF_009809065.1,GCA_009809065.1,yes,SAMN13008375,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,35,0.4215139905101644,1893605,0.0,0.0,0.0,0.0
GCF_009809465.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM17644,GCF_009809465.1,27,1819907,67404.0,213725,85895,50124,167036.022,443,275541,11.74373195992982,ASM980946v1,1254,,GCF_009809465.1,GCA_009809465.1,yes,SAMN13008354,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,27,0.4225045565515161,1819907,0.0,0.0,0.0,0.0
GCF_006539025.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,NBRC 12231,GCF_006539025.1,38,1935651,50938.2,212397,91324,39663,211342.031,501,381219,10.972897490301712,ASM653902v1,1254,,GCF_006539025.1,GCA_006539025.1,yes,SAMD00097159,National Institute of Technology and Evaluation Biological Resource Center,2019-06-12,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,38,0.4217098020252617,1935651,1.0,1.0,1.0,1.0
GCF_016890165.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,G11,GCF_016890165.1,28,2008585,71735.2,210508,102029,57032,191033.318,585,384535,10.480412827936084,ASM1689016v1,1254,,GCF_016890165.1,GCA_016890165.1,yes,SAMN17825114,Jashore University of Science and Technology,2021-02-15,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,28,0.4209650077044287,2008585,0.0,0.0,0.0,0.0
GCF_009809215.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20624,GCF_009809215.1,23,1944204,84530.6,200285,81018,59919,178966.8,254,311106,10.301645300596029,ASM980921v1,1254,,GCF_009809215.1,GCA_009809215.1,yes,SAMN13008368,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,23,0.4211142452129509,1944204,1.0,0.0,1.0,1.0
GCF_009808505.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19158,GCF_009808505.1,27,1972032,73038.2,196300,97585,42884,194762.394,218,320564,9.954199526174015,ASM980850v1,1254,,GCF_009808505.1,GCA_009808505.1,yes,SAMN13008402,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,27,0.4228197108363353,1972032,0.0,0.0,0.0,0.0
GCF_009808445.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19160,GCF_009808445.1,30,1972386,65746.2,195034,97585,42278,185086.4,218,320564,9.88822674669157,ASM980844v1,1254,,GCF_009808445.1,GCA_009808445.1,yes,SAMN13008405,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,30,0.422794016992617,1972386,0.0,0.0,0.0,0.0
GCF_009808865.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19159,GCF_009808865.1,31,1972470,63628.1,195034,97542,42278,185027.276,218,320564,9.887805644699286,ASM980886v1,1254,,GCF_009808865.1,GCA_009808865.1,yes,SAMN13008384,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,31,0.422746607045988,1972470,0.0,0.0,0.0,0.0
GCF_009809245.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20303,GCF_009809245.1,19,2046001,107684.3,194741,135907,79081,207150.673,443,366318,9.518128290259876,ASM980924v1,1254,,GCF_009809245.1,GCA_009809245.1,yes,SAMN13008366,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.4201654837900861,2046001,0.0,0.0,0.0,0.0
GCF_009807765.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20284,GCF_009807765.1,21,2042756,97274.1,194633,135907,79081,206226.998,254,366318,9.527961244514763,ASM980776v1,1254,,GCF_009807765.1,GCA_009807765.1,yes,SAMN13008326,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,21,0.4201094012207038,2042756,0.0,0.0,0.0,0.0
GCF_009807875.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20301,GCF_009807875.1,21,2044641,97363.9,194633,135907,79081,209997.859,443,378574,9.519177205191523,ASM980787v1,1254,,GCF_009807875.1,GCA_009807875.1,yes,SAMN13008322,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,21,0.4201060235024144,2044641,0.0,0.0,0.0,0.0
GCF_009808555.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20293,GCF_009808555.1,21,2045178,97389.4,194633,135907,79081,227498.974,254,426161,9.516677765945069,ASM980855v1,1254,,GCF_009808555.1,GCA_009808555.1,yes,SAMN13008400,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,21,0.4201037758082671,2045178,0.0,0.0,0.0,0.0
GCF_009809105.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20310,GCF_009809105.1,19,2042222,107485.4,194633,135907,79081,227335.839,443,425060,9.530452614847944,ASM980910v1,1254,,GCF_009809105.1,GCA_009809105.1,yes,SAMN13008373,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.4201032013169968,2042222,0.0,0.0,0.0,0.0
GCF_009808245.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM17419c4,GCF_009808245.1,29,1898012,65448.7,191899,80446,42985,162005.54,254,275625,10.110526171594278,ASM980824v1,1254,,GCF_009808245.1,GCA_009808245.1,yes,SAMN13008300,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,29,0.4215684621593541,1898012,0.0,0.0,0.0,0.0
GCF_009808325.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM17422,GCF_009808325.1,37,1895288,51224.0,191843,80390,41166,160665.077,210,275378,10.122102814981153,ASM980832v1,1254,,GCF_009808325.1,GCA_009808325.1,yes,SAMN13008414,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,37,0.4215327696898835,1895288,0.0,0.0,0.0,0.0
GCF_009809885.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM17418,GCF_009809885.1,34,1894392,55717.4,191843,80390,41166,169139.616,210,275378,10.126890316259782,ASM980988v1,1254,,GCF_009809885.1,GCA_009809885.1,yes,SAMN13008332,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,34,0.4214988238970604,1894392,0.0,0.0,0.0,0.0
GCF_009809255.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19180,GCF_009809255.1,33,1880031,56970.6,191598,81534,38945,169125.456,357,290975,10.191214932094203,ASM980925v1,1254,,GCF_009809255.1,GCA_009809255.1,yes,SAMN13008363,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,33,0.4224073964737815,1880031,0.0,0.0,0.0,0.0
GCF_009808905.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM22235,GCF_009808905.1,24,1976641,82360.0,187570,167257,62278,235421.085,443,428074,9.489330637176908,ASM980890v1,1254,,GCF_009808905.1,GCA_009808905.1,yes,SAMN13008382,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,24,0.4206676882650921,1976641,0.0,0.0,0.0,0.0
GCF_009807775.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM22258,GCF_009807775.1,17,1994710,117335.9,170801,164382,144933,214012.021,443,336302,8.562698337101633,ASM980777v1,1254,,GCF_009807775.1,GCA_009807775.1,yes,SAMN13008325,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,17,0.4223325696467155,1994710,0.0,0.0,0.0,0.0
GCF_009808415.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM22257,GCF_009808415.1,19,1995212,105011.2,170801,164382,144933,213957.971,254,336302,8.56054394219762,ASM980841v1,1254,,GCF_009808415.1,GCA_009808415.1,yes,SAMN13008406,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,19,0.4223255473603807,1995212,0.0,0.0,0.0,0.0
GCF_009808475.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM22259,GCF_009808475.1,24,2054127,85588.6,165963,149373,94341,190617.007,254,336339,8.07949070334989,ASM980847v1,1254,,GCF_009808475.1,GCA_009808475.1,yes,SAMN13008404,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,24,0.4217577588922204,2054127,0.0,0.0,0.0,0.0
GCF_009809445.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM22260,GCF_009809445.1,22,2053379,93335.4,165963,149373,94341,191918.147,443,336339,8.082433880934792,ASM980944v1,1254,,GCF_009809445.1,GCA_009809445.1,yes,SAMN13008355,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,22,0.4217672431635855,2053379,0.0,0.0,0.0,0.0
GCF_015551895.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,1001270B_150601_H6,GCF_015551895.1,34,2054579,60428.8,191439,99407,64381,257070.363,1182,555302,9.31767529990329,ASM1555189v1,1254,,GCF_015551895.1,GCA_015551895.1,yes,SAMN15532737,Icahn School of Medicine at Mount Sinai,2020-11-17,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,34,0.4198714189135584,2054579,0.0,0.0,0.0,0.0
GCF_009807995.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19155,GCF_009807995.1,22,2052367,93289.4,164382,144957,74486,191890.142,443,374858,8.009386235502715,ASM980799v1,1254,,GCF_009807995.1,GCA_009807995.1,yes,SAMN13008313,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,22,0.4218412204055122,2052367,0.0,0.0,0.0,0.0
GCF_009808585.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19156,GCF_009808585.1,23,2052438,89236.4,164382,144711,74486,191924.098,240,374858,8.009109166756803,ASM980858v1,1254,,GCF_009808585.1,GCA_009808585.1,yes,SAMN13008398,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,23,0.4218349104820706,2052438,0.0,0.0,0.0,0.0
GCF_009808235.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19614,GCF_009808235.1,30,1993661,66455.4,162020,105741,93156,191775.379,443,355156,8.12675775871625,ASM980823v1,1254,,GCF_009808235.1,GCA_009808235.1,yes,SAMN13008302,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,30,0.422191636391543,1993661,0.0,0.0,0.0,0.0
GCF_009809265.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19619,GCF_009809265.1,34,1999297,58802.9,162020,105741,93276,191515.507,254,355156,8.103848502748717,ASM980926v1,1254,,GCF_009809265.1,GCA_009809265.1,yes,SAMN13008367,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,34,0.4220873637083435,1999297,0.0,0.0,0.0,0.0
GCF_003571945.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,GS1,GCF_003571945.1,30,2008379,66946.0,157835,105346,39342,178538.347,808,405372,7.858825450773982,ASM357194v1,1254,,GCF_003571945.1,GCA_003571945.1,yes,SAMN09531784,Kangwon Natl. Univ.,2018-09-17,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,30,0.419647387271028,2008379,0.0,0.0,0.0,0.0
GCF_004100005.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,L14-B,GCF_004100005.1,49,1936406,39518.5,149555,53086,25328,194642.908,254,393795,7.723328682104889,ASM410000v1,1254,,GCF_004100005.1,GCA_004100005.1,yes,SAMN10744148,Texas Tech University,2019-01-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,49,0.4225962943721513,1936406,0.0,0.0,0.0,0.0
GCF_017116945.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,175,GCF_017116945.1,75,2198770,29316.9,147835,101603,32479,191223.225,573,395567,6.723531792775051,ASM1711694v1,1254,,GCF_017116945.1,GCA_017116945.1,yes,SAMN05898469,Seoul National University,2021-03-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,75,0.4164682981848943,2198770,0.0,0.0,0.0,0.0
GCF_009808055.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19955,GCF_009808055.1,30,1962711,65423.7,140384,104142,93156,189085.359,372,355156,7.152555827118715,ASM980805v1,1254,,GCF_009808055.1,GCA_009808055.1,yes,SAMN13008309,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,30,0.4227769651262972,1962711,0.0,0.0,0.0,0.0
GCF_009808755.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19953,GCF_009808755.1,31,1963309,63332.5,140384,104142,93276,189041.221,314,355156,7.1503772457621295,ASM980875v1,1254,,GCF_009808755.1,GCA_009808755.1,yes,SAMN13008391,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,31,0.4227724723922724,1963309,0.0,0.0,0.0,0.0
GCF_009808495.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20059,GCF_009808495.1,43,2055657,47806.0,139808,59342,34332,167083.072,221,327018,6.8011346250858,ASM980849v1,1254,,GCF_009808495.1,GCA_009808495.1,yes,SAMN13008403,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,43,0.4199066283917988,2055657,0.0,0.0,0.0,0.0
GCF_009809135.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20072,GCF_009809135.1,49,2055069,41940.2,139808,59342,34332,166461.058,443,327018,6.803080577829747,ASM980913v1,1254,,GCF_009809135.1,GCA_009809135.1,yes,SAMN13008370,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,49,0.4198910109587561,2055069,0.0,0.0,0.0,0.0
GCF_009808835.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19612,GCF_009808835.1,37,2017067,54515.3,139748,103412,70576,183655.99,254,355156,6.928277543581844,ASM980883v1,1254,,GCF_009808835.1,GCA_009808835.1,yes,SAMN13008386,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,37,0.4215774686710952,2017067,0.0,0.0,0.0,0.0
GCF_009808765.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM20497,GCF_009808765.1,47,2015888,42891.2,138245,91405,41005,166421.216,245,394499,6.857771860341448,ASM980876v1,1254,,GCF_009808765.1,GCA_009808765.1,yes,SAMN13008389,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,47,0.4213870016588223,2015888,0.0,0.0,0.0,0.0
GCF_009808565.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19488,GCF_009808565.1,28,1888833,67458.3,136670,101168,44861,165891.731,443,326950,7.235684679376101,ASM980856v1,1254,,GCF_009808565.1,GCA_009808565.1,yes,SAMN13008399,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,28,0.4219764267142727,1888833,0.0,0.0,0.0,0.0
GCF_009808795.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19500,GCF_009808795.1,27,1888086,69929.1,136670,101168,52053,166298.425,254,326950,7.238547396675787,ASM980879v1,1254,,GCF_009808795.1,GCA_009808795.1,yes,SAMN13008388,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,27,0.4219516483888975,1888086,0.0,0.0,0.0,0.0
GCF_009808135.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM17656,GCF_009808135.1,53,2004652,37823.6,136669,93185,28418,158060.865,228,327129,6.817592280355893,ASM980813v1,1254,,GCF_009808135.1,GCA_009808135.1,yes,SAMN13008306,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,53,0.4200170403641131,2004652,0.0,0.0,0.0,0.0
GCF_009808985.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM17420c1,GCF_009808985.1,52,2006857,38593.4,136669,93096,28418,157901.386,223,327129,6.8101015667783,ASM980898v1,1254,,GCF_009808985.1,GCA_009808985.1,yes,SAMN13008379,Agroscope,2019-12-30,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,52,0.4199676409430268,2006857,0.0,0.0,0.0,0.0
GCF_009809495.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM17708,GCF_009809495.1,48,1992140,41502.9,136669,93185,40827,159365.128,228,327129,6.860411416868293,ASM980949v1,1254,,GCF_009809495.1,GCA_009809495.1,yes,SAMN13008352,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,48,0.4202641380625859,1992140,0.0,0.0,0.0,0.0
GCF_009807915.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19641,GCF_009807915.1,47,2033236,43260.3,136625,67164,22823,152910.789,254,327131,6.7195839538548405,ASM980791v1,1254,,GCF_009807915.1,GCA_009807915.1,yes,SAMN13008317,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,47,0.4199960063662064,2033236,0.0,0.0,0.0,0.0
GCF_009809765.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19651,GCF_009809765.1,44,2035155,46253.5,136625,93185,28419,155434.272,443,327131,6.713247885296206,ASM980976v1,1254,,GCF_009809765.1,GCA_009809765.1,yes,SAMN13008338,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,44,0.4199940545069048,2035155,0.0,0.0,0.0,0.0
GCF_009809045.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,FAM19598,GCF_009809045.1,51,2007613,39365.0,136614,90811,28363,195598.893,387,422593,6.804797538170952,ASM980904v1,1254,,GCF_009809045.1,GCA_009809045.1,yes,SAMN13008374,Agroscope,2019-12-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,51,0.4209526437615217,2007613,0.0,0.0,0.0,0.0
GCF_015557285.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,1001287B_170213_G1,GCF_015557285.1,31,2045520,65984.5,135868,99201,31261,209529.502,1245,494944,6.642223004419414,ASM1555728v1,1254,,GCF_015557285.1,GCA_015557285.1,yes,SAMN15533035,Icahn School of Medicine at Mount Sinai,2020-11-17,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,31,0.4203009503695882,2045520,0.0,0.0,0.0,0.0
GCF_019390195.1,custom,Pediococcus acidilactici (firmicutes),Pediococcus,acidilactici,40J,GCF_019390195.1,27,1938390,71792.2,135854,79208,38071,189506.199,1099,388190,7.008599920552624,ASM1939019v1,1254,,GCF_019390195.1,GCA_019390195.1,yes,SAMN16988767,University College Cork,2021-07-28,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,,Pediococcus,27,0.4225238471102306,1938390,1.0,1.0,1.0,1.0
